date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:43:31	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2029%20Jun%202018%2006:43:24%20GMT	http://emlakciplatinum.platinum.webdeneme.com/robots.txt		(from )
09:43:31	25905/25905	---M--	200	added ('OK')	text/html	date:Fri,%2029%20Jun%202018%2006:43:24%20GMT	http://emlakciplatinum.platinum.webdeneme.com/	C:/Benim%20Web%20Sitem/emlak2/emlakciplatinum.platinum.webdeneme.com/index.html	(from )
09:43:32	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2029%20Jun%202018%2006:43:24%20GMT	http://emlakciplatinum.platinum.webdeneme.com/site_document/icon_img/favicon_b.jpg	C:/Benim%20Web%20Sitem/emlak2/emlakciplatinum.platinum.webdeneme.com/site_document/icon_img/favicon_b.0.delayed	(from http://emlakciplatinum.platinum.webdeneme.com/)
09:43:32	1708/1708	---M--	200	added ('OK')	image/jpeg	etag:%22874ab9dfbf22cf1:0%22	http://emlakciplatinum.platinum.webdeneme.com/site_document/icon_img/favicon.jpg	C:/Benim%20Web%20Sitem/emlak2/emlakciplatinum.platinum.webdeneme.com/site_document/icon_img/favicon.jpg	(from http://emlakciplatinum.platinum.webdeneme.com/)
09:43:32	121260/121260	---M-Z	200	added ('OK')	text/css	etag:%221519106275%22	https://maxcdn.bootstrapcdn.com/bootstrap/3.3.6/css/bootstrap.min.css	C:/Benim%20Web%20Sitem/emlak2/maxcdn.bootstrapcdn.com/bootstrap/3.3.6/css/bootstrap.min.css	(from http://emlakciplatinum.platinum.webdeneme.com/)
09:43:33	392463/392463	---MCZ	200	added ('OK')	text/css	etag:W/%225a559b05-5fd0f%22	https://hemencdn.com/interface/platinum/css/main.css	C:/Benim%20Web%20Sitem/emlak2/hemencdn.com/interface/platinum/css/main.css	(from http://emlakciplatinum.platinum.webdeneme.com/)
09:43:33	10333/10333	---MCZ	200	added ('OK')	application/javascript	etag:W/%225a559b1c-285d%22	https://hemencdn.com/interface/platinum/js/modernizr.min.js	C:/Benim%20Web%20Sitem/emlak2/hemencdn.com/interface/platinum/js/modernizr.min.js	(from http://emlakciplatinum.platinum.webdeneme.com/)
09:43:35	4592/4592	---M--	200	added ('OK')	text/css	date:Fri,%2029%20Jun%202018%2006:43:27%20GMT	http://emlakciplatinum.platinum.webdeneme.com/style.css?Tema=	C:/Benim%20Web%20Sitem/emlak2/emlakciplatinum.platinum.webdeneme.com/style6488.css	(from http://emlakciplatinum.platinum.webdeneme.com/)
09:43:35	22346/22346	---M-Z	200	added ('OK')	application/x-javascript	date:Fri,%2029%20Jun%202018%2005:28:15%20GMT	http://emlakciplatinum.platinum.webdeneme.com/WebResource.axd?d=yg7t6yzv6aA6hOi79iZOtIYXmYIuoIjquywC0cVN8FK6erlmI5R1w4X41MAVdDpjs09fejXbn7JJ7knR8U50VN9En7j3Uju6TEfRZyHvTNg1&t=635117037316159565	C:/Benim%20Web%20Sitem/emlak2/emlakciplatinum.platinum.webdeneme.com/WebResource80cd.js	(from http://emlakciplatinum.platinum.webdeneme.com/)
09:43:35	258388/258388	---MC-	200	added ('OK')	text/javascript	date:Tue,%2020%20Dec%202016%2018:17:03%20GMT	https://ajax.googleapis.com/ajax/libs/jquery/2.2.0/jquery.js	C:/Benim%20Web%20Sitem/emlak2/ajax.googleapis.com/ajax/libs/jquery/2.2.0/jquery.js	(from http://emlakciplatinum.platinum.webdeneme.com/)
09:43:36	102774/102774	---M-Z	200	added ('OK')	application/x-javascript	date:Fri,%2029%20Jun%202018%2005:28:14%20GMT	http://emlakciplatinum.platinum.webdeneme.com/ScriptResource.axd?d=HZFcykFttIQ2ikE_hVPxiQxybw_O_jf80B0v4LVnfimC3FYQDOZU0psHlx3gtYTprtScajPmSSsM6_IxL8tae5YP6JlHYiqWC_Rw5XoaoGd9Tk2EphXlOraPYUzVTJIzRXH2Eg4qEN40AOC45gPGPX7HHARP8JDqq1WsywGjvn01&t=26dfbc01	C:/Benim%20Web%20Sitem/emlak2/emlakciplatinum.platinum.webdeneme.com/ScriptResource48ca.js	(from http://emlakciplatinum.platinum.webdeneme.com/)
09:43:37	40329/40329	---M-Z	200	added ('OK')	application/x-javascript	date:Fri,%2029%20Jun%202018%2005:28:15%20GMT	http://emlakciplatinum.platinum.webdeneme.com/ScriptResource.axd?d=3najDHAvL9ngCqFVIi0PreorGYKHRrl4KHGlWFxu59pUzaWXAyNbvYYDRijjA-CrF-a6nbr74LOUI-tbmyKfRK8JRe68VMV6ld3u3hgJt3V7jtCnXkvamfMSuB_5bYwKXQbWwu6xzy4PJcK5qCKm2Vp4CZ5sVNI8XZ6WWpaN49i8M88WIvkp6-XP6UhjkiWR0&t=26dfbc01	C:/Benim%20Web%20Sitem/emlak2/emlakciplatinum.platinum.webdeneme.com/ScriptResource3169.js	(from http://emlakciplatinum.platinum.webdeneme.com/)
09:43:37	4427/4427	---M--	200	added ('OK')	image/png	etag:%22c587bdc2de1fd31:0%22	http://emlakciplatinum.platinum.webdeneme.com/site_document/files/resim/logo2png_85157.png	C:/Benim%20Web%20Sitem/emlak2/emlakciplatinum.platinum.webdeneme.com/site_document/files/resim/logo2png_85157.png	(from http://emlakciplatinum.platinum.webdeneme.com/)
09:43:37	18533/18533	---M--	200	added ('OK')	text/html	date:Fri,%2029%20Jun%202018%2006:43:30%20GMT	http://emlakciplatinum.platinum.webdeneme.com/hakkimizda	C:/Benim%20Web%20Sitem/emlak2/emlakciplatinum.platinum.webdeneme.com/hakkimizda.html	(from http://emlakciplatinum.platinum.webdeneme.com/)
09:43:38	26082/26082	---M--	200	added ('OK')	text/html	date:Fri,%2029%20Jun%202018%2006:43:30%20GMT	http://emlakciplatinum.platinum.webdeneme.com/ilanlar/m/5	C:/Benim%20Web%20Sitem/emlak2/emlakciplatinum.platinum.webdeneme.com/ilanlar/m/5.html	(from http://emlakciplatinum.platinum.webdeneme.com/)
09:43:39	20601/20601	---M--	200	added ('OK')	text/html	date:Fri,%2029%20Jun%202018%2006:43:32%20GMT	http://emlakciplatinum.platinum.webdeneme.com/kiralik/k/224	C:/Benim%20Web%20Sitem/emlak2/emlakciplatinum.platinum.webdeneme.com/kiralik/k/224.html	(from http://emlakciplatinum.platinum.webdeneme.com/)
09:43:40	20641/20641	---M--	200	added ('OK')	text/html	date:Fri,%2029%20Jun%202018%2006:43:32%20GMT	http://emlakciplatinum.platinum.webdeneme.com/satilik/k/225	C:/Benim%20Web%20Sitem/emlak2/emlakciplatinum.platinum.webdeneme.com/satilik/k/225.html	(from http://emlakciplatinum.platinum.webdeneme.com/)
09:43:40	18421/18421	---M--	200	added ('OK')	text/html	date:Fri,%2029%20Jun%202018%2006:43:33%20GMT	http://emlakciplatinum.platinum.webdeneme.com/kampanyalar/c/290	C:/Benim%20Web%20Sitem/emlak2/emlakciplatinum.platinum.webdeneme.com/kampanyalar/c/290.html	(from http://emlakciplatinum.platinum.webdeneme.com/)
09:43:41	18835/18835	---M--	200	added ('OK')	text/html	date:Fri,%2029%20Jun%202018%2006:43:33%20GMT	http://emlakciplatinum.platinum.webdeneme.com/kampanyada-son-nokta	C:/Benim%20Web%20Sitem/emlak2/emlakciplatinum.platinum.webdeneme.com/kampanyada-son-nokta.html	(from http://emlakciplatinum.platinum.webdeneme.com/)
09:43:41	18349/18349	---M--	200	added ('OK')	text/html	date:Fri,%2029%20Jun%202018%2006:43:34%20GMT	http://emlakciplatinum.platinum.webdeneme.com/projelerimiz	C:/Benim%20Web%20Sitem/emlak2/emlakciplatinum.platinum.webdeneme.com/projelerimiz.html	(from http://emlakciplatinum.platinum.webdeneme.com/)
09:43:42	30237/30237	---M--	200	added ('OK')	text/html	date:Fri,%2029%20Jun%202018%2006:43:34%20GMT	http://emlakciplatinum.platinum.webdeneme.com/iletisim/m/3	C:/Benim%20Web%20Sitem/emlak2/emlakciplatinum.platinum.webdeneme.com/iletisim/m/3.html	(from http://emlakciplatinum.platinum.webdeneme.com/)
